timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,MagX,MagY,MagZ,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,labels
375613861.0,-2.45,0.21,9.69,-0.15,342.34,315.73,0.01,0.01,130.0,199.0,199.0,-2.310877,0.7409624,0.04627155,0.02333039,-0.02636337,-9.760677,3
375663841.0,-2.49,0.21,9.68,-0.15,342.29,315.68,0.01,0.01,130.0,199.0,199.0,-0.2194646,2.347898,0.04284769,0.00139607,0.0199342,-9.82265,3
375663841.0,-2.49,0.21,9.68,-0.15,342.29,315.68,0.01,0.01,130.0,199.0,199.0,1.45578,-1.846303,0.04515861,0.03964976,0.00898645,-9.787121,3
375713821.0,-2.51,0.21,9.675,-0.15,342.24,315.635,0.01,0.01,130.0,199.0,199.0,-1.110996,-2.092747,0.02743351,-0.02607388,0.03860328,-9.825703,3
375763801.0,-2.53,0.21,9.67,-0.15,342.19,315.59,0.01,0.01,130.0,199.0,199.0,2.194812,1.010034,0.03534342,0.00089834,0.04335206,-9.815303,3
375763801.0,-2.53,0.21,9.67,-0.15,342.19,315.59,0.01,0.01,130.0,199.0,199.0,-2.295661,0.2868391,0.04172558,0.02225496,-0.04153313,-9.79248,3
375813781.0,-2.55,0.21,9.665,-0.15,342.145,315.545,0.01,0.01,129.5,199.5,199.5,1.81148,-1.63104,0.0473886,-0.00966533,0.04092025,-9.782368,3
375863761.0,-2.57,0.21,9.66,-0.15,342.1,315.5,0.01,0.01,129.0,200.0,200.0,-0.77835,-2.257025,0.03143412,-0.02631515,-0.01486425,-9.940181,3
375863761.0,-2.57,0.21,9.66,-0.15,342.1,315.5,0.01,0.01,129.0,200.0,200.0,-0.4305421,2.30712,0.04789863,-0.01623138,-0.0270176,-9.878557,3
375913741.0,-2.575,0.21,9.66,-0.15,342.05,315.455,0.01,0.01,129.0,200.0,200.0,2.111496,1.244563,0.03556546,-0.01912925,0.02987992,-9.783943,3
375963721.0,-2.58,0.21,9.66,-0.15,342.0,315.41,0.01,0.01,129.0,200.0,200.0,-2.332078,0.1053485,0.04406961,0.01968674,-0.00247497,-9.834616,3
375963721.0,-2.58,0.21,9.66,-0.15,342.0,315.41,0.01,0.01,129.0,200.0,200.0,1.869693,-1.470093,0.04624737,-0.01996636,-0.00467031,-9.844344,3
376013701.0,-2.59,0.21,9.655,-0.15,341.955,315.36,0.01,0.01,129.0,200.0,200.0,-0.6738311,2.226042,0.04825347,-0.05818179,-0.03457884,-9.882252,3
376063681.0,-2.6,0.21,9.65,-0.15,341.91,315.31,0.01,0.01,129.0,200.0,200.0,1.952244,1.404416,0.03514029,-0.0327725,-0.06370827,-9.832211,3
376063681.0,-2.6,0.21,9.65,-0.15,341.91,315.31,0.01,0.01,129.0,200.0,200.0,-0.6376086,-2.30542,0.03161725,0.00326594,0.05061392,-9.871906,3
376113661.0,-2.61,0.21,9.65,-0.15,341.86,315.265,0.01,0.01,128.5,200.0,200.0,-2.326752,-0.1427875,0.04202341,-0.01798042,-0.01710611,-9.869952,3
376163641.0,-2.62,0.21,9.65,-0.15,341.81,315.22,0.01,0.01,128.0,200.0,200.0,-0.8730459,2.172385,0.04836187,-0.0369603,-0.02761302,-9.843655,3
376163641.0,-2.62,0.21,9.65,-0.15,341.81,315.22,0.01,0.01,128.0,200.0,200.0,2.03972,-1.263427,0.04754217,0.0001398,0.00214849,-9.878564,3
376213621.0,-2.635,0.205,9.645,-0.15,341.765,315.175,0.01,0.01,128.0,200.0,200.0,-0.4193491,-2.394276,0.03321235,0.00745331,-0.04501574,-9.894211,3
376263601.0,-2.65,0.2,9.64,-0.15,341.72,315.13,0.01,0.01,128.0,200.0,200.0,-2.280459,-0.474809,0.04022919,-0.02588078,-0.05631725,-9.866035,3
376263601.0,-2.65,0.2,9.64,-0.15,341.72,315.13,0.01,0.01,128.0,200.0,200.0,1.790585,1.623178,0.03609704,0.03248201,-0.05563562,-9.860226,3
376313581.0,-2.655,0.205,9.635,-0.15,341.67,315.08,0.01,0.01,128.0,200.5,200.5,2.270353,-0.9729266,0.04721329,-0.00160858,-0.02629757,-9.806269,3
376363561.0,-2.66,0.21,9.63,-0.15,341.62,315.03,0.01,0.01,128.0,201.0,201.0,0.00389917,-2.404597,0.03633495,-0.00056733,-0.09458616,-9.838401,3
376363561.0,-2.66,0.21,9.63,-0.15,341.62,315.03,0.01,0.01,128.0,201.0,201.0,-1.194587,1.984491,0.05186448,-0.07650064,-0.08999644,-9.854164,3
376413541.0,-2.67,0.21,9.63,-0.15,341.575,314.985,0.01,0.01,127.5,201.0,201.0,1.561427,1.809203,0.03569613,-0.07193817,-0.08510715,-9.87409,3
376463521.0,-2.68,0.21,9.63,-0.15,341.53,314.94,0.01,0.01,127.0,201.0,201.0,-2.180782,-0.7385788,0.03908316,-0.05109124,-0.117834,-9.903803,3
376463521.0,-2.68,0.21,9.63,-0.15,341.53,314.94,0.01,0.01,127.0,201.0,201.0,2.324637,-0.7498318,0.04632012,-0.05580222,-0.06744306,-9.83477,3
376513501.0,-2.69,0.205,9.625,-0.145,341.48,314.895,0.01,0.01,127.0,201.0,201.0,-1.346768,1.890715,0.05176602,-0.04868941,-0.09128978,-9.86175,3
376563481.0,-2.7,0.2,9.62,-0.14,341.43,314.85,0.01,0.01,127.0,201.0,201.0,1.38075,1.940853,0.03373656,-0.08427062,-0.09503723,-9.847692,3
376563481.0,-2.7,0.2,9.62,-0.14,341.43,314.85,0.01,0.01,127.0,201.0,201.0,0.1058458,-2.447708,0.03636593,-0.01865885,-0.1104281,-9.912889,3
376613461.0,-2.71,0.2,9.62,-0.14,341.385,314.8,0.01,0.01,127.0,201.0,201.0,-2.179829,-0.9252908,0.03573598,-0.06391655,-0.1231248,-9.958082,3
376663441.0,-2.72,0.2,9.62,-0.14,341.34,314.75,0.01,0.01,127.0,201.0,201.0,-1.517864,1.713373,0.05141922,-0.06133074,-0.1690751,-9.89603,3
376663441.0,-2.72,0.2,9.62,-0.14,341.34,314.75,0.01,0.01,127.0,201.0,201.0,2.404006,-0.5218361,0.04152892,-0.05864242,-0.1259632,-9.801217,3
376713421.0,-2.73,0.2,9.615,-0.14,341.29,314.705,0.01,0.01,126.5,201.5,201.5,0.4432738,-2.413913,0.0374895,0.0105858,-0.1429284,-9.918497,3
376763401.0,-2.74,0.2,9.61,-0.14,341.24,314.66,0.01,0.01,126.0,202.0,202.0,1.123571,2.055367,0.03397906,-0.1225023,-0.195371,-9.804905,3
376763401.0,-2.74,0.2,9.61,-0.14,341.24,314.66,0.01,0.01,126.0,202.0,202.0,-1.989586,-1.249778,0.03215254,-0.0688082,-0.1812606,-9.899433,3
376813381.0,-2.745,0.2,9.61,-0.14,341.195,314.615,0.01,0.01,126.0,202.0,202.0,2.498023,-0.2037714,0.0428165,-0.07612626,-0.1702431,-9.864582,3
376863361.0,-2.75,0.2,9.61,-0.14,341.15,314.57,0.01,0.01,126.0,202.0,202.0,0.7629949,-2.352815,0.04154966,-0.04722229,-0.2385858,-9.870491,3
376863361.0,-2.75,0.2,9.61,-0.14,341.15,314.57,0.01,0.01,126.0,202.0,202.0,-1.770459,1.474415,0.05203343,-0.1113939,-0.1683795,-9.94792,3
376913341.0,-2.765,0.2,9.605,-0.14,341.105,314.525,0.01,0.01,126.0,202.0,202.0,0.7493425,2.243087,0.03804589,-0.1802203,-0.2064796,-9.81331,3
376963321.0,-2.78,0.2,9.6,-0.14,341.06,314.48,0.01,0.01,126.0,202.0,202.0,2.499151,0.0707888,0.04785977,-0.0933181,-0.2346917,-9.855608,3
376963321.0,-2.78,0.2,9.6,-0.14,341.06,314.48,0.01,0.01,126.0,202.0,202.0,-1.788276,-1.527358,0.03729711,-0.09412622,-0.2508597,-9.888533,3
377013301.0,-2.785,0.2,9.6,-0.14,341.01,314.43,0.01,0.01,125.5,202.0,202.0,-1.907529,1.147003,0.05074753,-0.1355721,-0.2729743,-9.919584,3
377063281.0,-2.79,0.2,9.6,-0.14,340.96,314.38,0.01,0.01,125.0,202.0,202.0,1.168247,-2.254612,0.05204387,-0.1253994,-0.2683035,-9.882262,3
377063281.0,-2.79,0.2,9.6,-0.14,340.96,314.38,0.01,0.01,125.0,202.0,202.0,0.5174463,2.31788,0.04378971,-0.1141094,-0.2995011,-9.878832,3
377113677.5,-2.795,0.2,9.6,-0.14,340.915,314.335,0.01,0.01,125.0,202.0,202.0,-1.566971,-1.777053,0.03464833,-0.1183208,-0.318333,-9.963667,3
377164074.0,-2.8,0.2,9.6,-0.14,340.87,314.29,0.01,0.01,125.0,202.0,202.0,-2.054852,0.8162,0.05042593,-0.1737221,-0.3780596,-9.950541,3
377164074.0,-2.8,0.2,9.6,-0.14,340.87,314.29,0.01,0.01,125.0,202.0,202.0,2.495548,0.4105038,0.04720986,-0.2198924,-0.272881,-9.860892,3
377214054.0,-2.81,0.2,9.595,-0.14,340.82,314.245,0.01,0.01,125.0,202.5,202.5,1.462095,-2.077191,0.05509724,-0.1034142,-0.3393139,-9.91355,3
377264034.0,-2.82,0.2,9.59,-0.14,340.77,314.2,0.01,0.01,125.0,203.0,203.0,0.1161966,2.403324,0.04024408,-0.1987917,-0.3907663,-9.92622,3
377264034.0,-2.82,0.2,9.59,-0.14,340.77,314.2,0.01,0.01,125.0,203.0,203.0,-1.354666,-2.04346,0.03613089,-0.1493993,-0.4090964,-9.976769,3
377314014.0,-2.83,0.2,9.59,-0.14,340.725,314.15,0.01,0.01,124.5,203.0,203.0,2.36207,0.6892815,0.04669838,-0.1979241,-0.3750985,-9.845353,3
377363994.0,-2.84,0.2,9.59,-0.14,340.68,314.1,0.01,0.01,124.0,203.0,203.0,1.663857,-1.940568,0.0552502,-0.12461,-0.4040927,-9.861367,3
377363994.0,-2.84,0.2,9.59,-0.14,340.68,314.1,0.01,0.01,124.0,203.0,203.0,-2.220453,0.5404158,0.05134322,-0.2220264,-0.4163731,-9.964301,3
377413974.0,-2.85,0.2,9.585,-0.14,340.63,314.055,0.01,0.01,124.0,203.0,203.0,-0.06614903,2.360898,0.04884668,-0.2225811,-0.4569596,-9.872157,3
377463954.0,-2.86,0.2,9.58,-0.14,340.58,314.01,0.01,0.01,124.0,203.0,203.0,-1.129505,-2.139544,0.0358244,-0.2454194,-0.4986154,-9.99577,3
377463954.0,-2.86,0.2,9.58,-0.14,340.58,314.01,0.01,0.01,124.0,203.0,203.0,2.34857,0.8675674,0.04464129,-0.2145468,-0.4781394,-9.864822,3
377513934.0,-2.87,0.2,9.58,-0.14,340.535,313.965,0.01,0.01,124.0,203.0,203.0,-2.233714,0.3133688,0.04913489,-0.2091178,-0.525615,-9.965921,3
377563914.0,-2.88,0.2,9.58,-0.14,340.49,313.92,0.01,0.01,124.0,203.0,203.0,-0.2798136,2.378837,0.0462174,-0.2102059,-0.5757867,-9.961274,3
377563914.0,-2.88,0.2,9.58,-0.14,340.49,313.92,0.01,0.01,124.0,203.0,203.0,1.844761,-1.795128,0.05549388,-0.1945451,-0.5290793,-9.901115,3
377613894.0,-2.885,0.2,9.575,-0.14,340.44,313.87,0.01,0.01,123.5,203.0,203.0,-0.9806749,-2.280039,0.03703909,-0.2447407,-0.5731903,-10.05507,3
377663874.0,-2.89,0.2,9.57,-0.14,340.39,313.82,0.01,0.01,123.0,203.0,203.0,-2.277818,0.05965455,0.04528591,-0.2687736,-0.6097101,-10.03937,3
377663874.0,-2.89,0.2,9.57,-0.14,340.39,313.82,0.01,0.01,123.0,203.0,203.0,2.253312,1.060555,0.04162316,-0.3205362,-0.6287853,-9.903975,3
377713854.0,-2.9,0.2,9.57,-0.14,340.345,313.775,0.01,0.01,123.0,203.5,203.5,2.117231,-1.592098,0.05752081,-0.2435255,-0.655591,-9.91625,3
377763834.0,-2.91,0.2,9.57,-0.14,340.3,313.73,0.01,0.01,123.0,204.0,204.0,-0.6585568,2.350248,0.04704375,-0.3267764,-0.6759542,-9.976309,3
377763834.0,-2.91,0.2,9.57,-0.14,340.3,313.73,0.01,0.01,123.0,204.0,204.0,-0.5591809,-2.428136,0.03899807,-0.2728996,-0.7302967,-10.05886,3
377813814.0,-2.915,0.2,9.565,-0.14,340.25,313.685,0.005,0.005,123.0,204.0,204.0,2.021433,1.494935,0.03813895,-0.3369013,-0.7344471,-9.907637,3
377863794.0,-2.92,0.2,9.56,-0.14,340.2,313.64,0.0,0.0,123.0,204.0,204.0,-2.282149,-0.3117566,0.03923208,-0.3356229,-0.7926338,-10.11423,3
377863794.0,-2.92,0.2,9.56,-0.14,340.2,313.64,0.0,0.0,123.0,204.0,204.0,2.307004,-1.274208,0.05171259,-0.3295218,-0.7905937,-9.911124,3
377913774.0,-2.93,0.2,9.56,-0.14,340.155,313.59,0.0,0.0,122.5,204.0,204.0,-0.8825837,2.244171,0.04487541,-0.3835087,-0.8442791,-10.02589,3
377963754.0,-2.94,0.2,9.56,-0.14,340.11,313.54,0.0,0.0,122.0,204.0,204.0,-0.4295204,-2.527428,0.03479182,-0.3705981,-0.8542781,-10.05506,3
377963754.0,-2.94,0.2,9.56,-0.14,340.11,313.54,0.0,0.0,122.0,204.0,204.0,1.893442,1.52229,0.03610002,-0.3820967,-0.815973,-9.898805,3
378013734.0,-2.95,0.2,9.555,-0.14,340.065,313.495,0.0,0.0,122.0,204.0,204.0,-2.355662,-0.5219653,0.03726573,-0.381432,-0.9482629,-10.10883,3
378063714.0,-2.96,0.2,9.55,-0.14,340.02,313.45,0.0,0.0,122.0,204.0,204.0,2.361034,-1.17885,0.05198437,-0.4462254,-0.9079098,-9.9764,3
378063714.0,-2.96,0.2,9.55,-0.14,340.02,313.45,0.0,0.0,122.0,204.0,204.0,-1.197158,2.167017,0.0488661,-0.4371312,-1.034251,-9.980265,3
378113694.0,-2.965,0.2,9.55,-0.14,339.97,313.405,0.0,0.0,122.0,204.0,204.0,-0.1673368,-2.558356,0.039602,-0.4327622,-1.020127,-10.07314,3
378163674.0,-2.97,0.2,9.55,-0.14,339.92,313.36,0.0,0.0,122.0,204.0,204.0,1.648161,1.841644,0.03800356,-0.4413516,-1.076432,-9.918633,3
378163674.0,-2.97,0.2,9.55,-0.14,339.92,313.36,0.0,0.0,122.0,204.0,204.0,-2.297183,-0.7535752,0.0374155,-0.4574296,-1.123941,-10.09135,3
378213654.0,-2.98,0.2,9.545,-0.14,339.875,313.31,0.0,0.0,121.5,204.5,204.5,2.505782,-0.8054791,0.05484723,-0.4674393,-1.072241,-9.909595,3
378263634.0,-2.99,0.2,9.54,-0.14,339.83,313.26,0.0,0.0,121.0,205.0,205.0,0.1790184,-2.552844,0.04520981,-0.5466794,-1.180681,-10.00612,3
378263634.0,-2.99,0.2,9.54,-0.14,339.83,313.26,0.0,0.0,121.0,205.0,205.0,-1.388611,1.987713,0.05070725,-0.5060784,-1.200618,-10.04688,3
378313614.0,-2.995,0.2,9.54,-0.145,339.78,313.215,0.0,0.0,121.0,205.0,205.0,1.35543,2.088303,0.03678329,-0.5357034,-1.232426,-9.925943,3
378363594.0,-3.0,0.2,9.54,-0.15,339.73,313.17,0.0,0.0,121.0,205.0,205.0,2.543489,-0.4109973,0.05255447,-0.5892555,-1.307671,-9.839858,3
378363594.0,-3.0,0.2,9.54,-0.15,339.73,313.17,0.0,0.0,121.0,205.0,205.0,-2.261398,-1.068378,0.03497242,-0.4845837,-1.284745,-10.12895,3
378413574.0,-3.005,0.2,9.535,-0.15,339.685,313.125,0.0,0.0,121.0,205.0,205.0,-1.689253,1.799076,0.05308504,-0.6033652,-1.30969,-9.930435,3
378463554.0,-3.01,0.2,9.53,-0.15,339.64,313.08,0.0,0.0,121.0,205.0,205.0,0.5096486,-2.544134,0.04716,-0.5711483,-1.360031,-9.976068,3
378463554.0,-3.01,0.2,9.53,-0.15,339.64,313.08,0.0,0.0,121.0,205.0,205.0,1.143229,2.135617,0.04295515,-0.6527854,-1.432788,-9.8146,3
378513534.0,-3.02,0.195,9.53,-0.15,339.595,313.035,0.0,0.0,120.5,205.0,205.0,-2.085977,-1.343992,0.03775408,-0.5459746,-1.439363,-10.0857,3
378563514.0,-3.03,0.19,9.53,-0.15,339.55,312.99,0.0,0.0,120.0,205.0,205.0,2.623003,-0.3177144,0.05598165,-0.637208,-1.43354,-9.821526,3
378563514.0,-3.03,0.19,9.53,-0.15,339.55,312.99,0.0,0.0,120.0,205.0,205.0,-1.802404,1.600857,0.05686023,-0.6537114,-1.547261,-9.970279,3
378613494.0,-3.035,0.19,9.53,-0.15,339.5,312.94,0.0,0.0,120.0,205.0,205.0,0.6863431,-2.542515,0.05260295,-0.6050892,-1.521702,-9.929176,3
378663474.0,-3.04,0.19,9.53,-0.15,339.45,312.89,0.0,0.0,120.0,205.0,205.0,0.9402532,2.264717,0.04526641,-0.7125369,-1.580992,-9.816145,3
378663474.0,-3.04,0.19,9.53,-0.15,339.45,312.89,0.0,0.0,120.0,205.0,205.0,-2.058958,-1.52,0.0432012,-0.6102716,-1.594432,-9.975669,3
378713454.0,-3.045,0.19,9.525,-0.15,339.405,312.845,0.0,0.0,120.0,205.5,205.5,2.626672,0.07993402,0.05020715,-0.6863655,-1.610778,-9.767519,3
378763434.0,-3.05,0.19,9.52,-0.15,339.36,312.8,0.0,0.0,120.0,206.0,206.0,1.098491,-2.359661,0.06233568,-0.7120976,-1.674565,-9.846135,3
378763434.0,-3.05,0.19,9.52,-0.15,339.36,312.8,0.0,0.0,120.0,206.0,206.0,-1.991224,1.356523,0.0582854,-0.6723014,-1.703102,-9.892762,3
378813414.0,-3.06,0.19,9.52,-0.15,339.315,312.755,0.0,0.0,119.5,206.0,206.0,0.7095101,2.450803,0.04346659,-0.7587004,-1.780025,-9.796516,3
378863394.0,-3.07,0.19,9.52,-0.15,339.27,312.71,0.0,0.0,119.0,206.0,206.0,2.680732,0.2271258,0.05266923,-0.8079187,-1.835872,-9.709299,3
378863394.0,-3.07,0.19,9.52,-0.15,339.27,312.71,0.0,0.0,119.0,206.0,206.0,-1.797222,-1.684809,0.04713732,-0.7412884,-1.78487,-10.02192,3
378913374.0,-3.075,0.19,9.515,-0.15,339.22,312.665,0.0,0.0,119.0,206.0,206.0,-2.081424,1.165427,0.06193583,-0.7618735,-1.927193,-9.925722,3
378963354.0,-3.08,0.19,9.51,-0.15,339.17,312.62,0.0,0.0,119.0,206.0,206.0,0.5225753,2.527754,0.0463302,-0.8204684,-1.936649,-9.761049,3
378963354.0,-3.08,0.19,9.51,-0.15,339.17,312.62,0.0,0.0,119.0,206.0,206.0,1.285445,-2.399079,0.06394445,-0.7835442,-1.845363,-9.724253,3
379013334.0,-3.09,0.19,9.51,-0.15,339.125,312.57,0.0,0.0,119.0,206.0,206.0,-1.665159,-1.934692,0.04810933,-0.762404,-1.941567,-10.01474,3
379063314.0,-3.1,0.19,9.51,-0.15,339.08,312.52,0.0,0.0,119.0,206.0,206.0,2.675743,0.5358074,0.05299068,-0.836699,-1.985863,-9.700891,3
379063314.0,-3.1,0.19,9.51,-0.15,339.08,312.52,0.0,0.0,119.0,206.0,206.0,-2.281668,0.9310119,0.06070025,-0.8222789,-2.094279,-9.834798,3
379113294.0,-3.11,0.19,9.505,-0.15,339.03,312.475,0.0,0.0,118.5,206.0,206.0,1.579309,-2.208798,0.06728651,-0.884631,-2.049035,-9.714094,3
379163274.0,-3.12,0.19,9.5,-0.15,338.98,312.43,0.0,0.0,118.0,206.0,206.0,-1.371818,-2.143119,0.047616,-0.9191399,-2.119043,-9.881184,3
379163274.0,-3.12,0.19,9.5,-0.15,338.98,312.43,0.0,0.0,118.0,206.0,206.0,0.175014,2.575882,0.0492908,-0.9240828,-2.134809,-9.770055,3
379213670.5,-3.125,0.19,9.5,-0.15,338.935,312.385,0.0,0.0,118.0,206.0,206.0,2.543384,0.945792,0.04466336,-0.9592434,-2.153457,-9.612302,3
379264067.0,-3.13,0.19,9.5,-0.15,338.89,312.34,0.0,0.0,118.0,206.0,206.0,1.884711,-1.994701,0.06293448,-0.9622962,-2.230628,-9.638521,3
379264067.0,-3.13,0.19,9.5,-0.15,338.89,312.34,0.0,0.0,118.0,206.0,206.0,-2.527375,0.5604369,0.05621465,-0.8743137,-2.263069,-9.864381,3
379314047.0,-3.135,0.19,9.495,-0.15,338.84,312.29,0.0,0.0,118.0,206.5,206.5,-0.2193896,2.573229,0.04515462,-0.9638589,-2.338272,-9.728516,3
379364027.0,-3.14,0.19,9.49,-0.15,338.79,312.24,0.0,0.0,118.0,207.0,207.0,-1.110494,-2.354466,0.04214227,-0.91162,-2.324828,-9.816757,3
379364027.0,-3.14,0.19,9.49,-0.15,338.79,312.24,0.0,0.0,118.0,207.0,207.0,2.446208,1.156471,0.04258709,-1.028257,-2.353305,-9.599916,3
379414007.0,-3.15,0.19,9.49,-0.15,338.745,312.195,0.0,0.0,117.5,207.0,207.0,-2.557926,0.3393957,0.0509101,-0.9572906,-2.457884,-9.845157,3
379463987.0,-3.16,0.19,9.49,-0.15,338.7,312.15,0.0,0.0,117.0,207.0,207.0,1.995872,-1.831008,0.06306496,-1.073294,-2.417156,-9.581525,3
379463987.0,-3.16,0.19,9.49,-0.15,338.7,312.15,0.0,0.0,117.0,207.0,207.0,-0.4523858,2.568665,0.04770352,-0.9939502,-2.561039,-9.687155,3
379513967.0,-3.165,0.19,9.485,-0.15,338.65,312.105,0.0,0.0,117.0,207.0,207.0,-0.9803588,-2.444111,0.04387615,-1.010063,-2.558713,-9.749401,3
379563947.0,-3.17,0.19,9.48,-0.15,338.6,312.06,0.0,0.0,117.0,207.0,207.0,2.251962,1.439429,0.03962521,-1.094825,-2.613019,-9.58368,3
379563947.0,-3.17,0.19,9.48,-0.15,338.6,312.06,0.0,0.0,117.0,207.0,207.0,-2.691595,0.09150665,0.05174842,-1.082792,-2.654295,-9.78104,3
379613927.0,-3.18,0.19,9.48,-0.15,338.555,312.01,0.0,0.0,117.0,207.0,207.0,2.187251,-1.625325,0.06304979,-1.114773,-2.613364,-9.393547,3
379663907.0,-3.19,0.19,9.48,-0.15,338.51,311.96,0.0,0.0,117.0,207.0,207.0,-0.7956488,2.563418,0.05179553,-1.145013,-2.75385,-9.66761,3
379663907.0,-3.19,0.19,9.48,-0.15,338.51,311.96,0.0,0.0,117.0,207.0,207.0,-0.5976363,-2.577156,0.04737001,-1.039566,-2.673838,-9.556149,3
379713887.0,-3.195,0.19,9.475,-0.15,338.465,311.915,0.0,0.0,116.5,207.0,207.0,2.066056,1.793681,0.04197633,-1.205587,-2.836011,-9.458723,3
379763867.0,-3.2,0.19,9.47,-0.15,338.42,311.87,0.0,0.0,116.0,207.0,207.0,-2.665203,-0.3314513,0.05252661,-1.164681,-2.859172,-9.663387,3
379763867.0,-3.2,0.19,9.47,-0.15,338.42,311.87,0.0,0.0,116.0,207.0,207.0,2.463348,-1.274981,0.06403829,-1.196563,-2.792603,-9.345392,3
379813847.0,-3.21,0.19,9.47,-0.15,338.37,311.825,0.0,0.0,116.0,207.5,207.5,-1.170716,2.384824,0.05863057,-1.164174,-2.97102,-9.509371,3
379863827.0,-3.22,0.19,9.47,-0.15,338.32,311.78,0.0,0.0,116.0,208.0,208.0,-0.1019128,-2.663999,0.05775609,-1.136626,-2.896233,-9.437443,3
379863827.0,-3.22,0.19,9.47,-0.15,338.32,311.78,0.0,0.0,116.0,208.0,208.0,1.761197,2.052001,0.0475905,-1.304044,-3.00116,-9.456259,3
379913807.0,-3.225,0.19,9.465,-0.15,338.275,311.735,0.0,0.0,116.0,208.0,208.0,-2.605996,-0.7003556,0.0505271,-1.132586,-3.048217,-9.603615,3
379963787.0,-3.23,0.19,9.46,-0.15,338.23,311.69,0.0,0.0,116.0,208.0,208.0,2.548663,-0.9217275,0.06911357,-1.31026,-2.960642,-9.238882,3
379963787.0,-3.23,0.19,9.46,-0.15,338.23,311.69,0.0,0.0,116.0,208.0,208.0,-1.440979,2.227915,0.06206369,-1.257266,-3.16768,-9.519928,3
380013767.0,-3.24,0.19,9.46,-0.15,338.185,311.64,0.0,0.0,115.5,208.0,208.0,0.0335557,-2.684059,0.05846019,-1.284647,-3.027353,-9.255871,3
380063747.0,-3.25,0.19,9.46,-0.15,338.14,311.59,0.0,0.0,115.0,208.0,208.0,1.554653,2.20129,0.0477557,-1.345584,-3.18257,-9.37779,3
380063747.0,-3.25,0.19,9.46,-0.15,338.14,311.59,0.0,0.0,115.0,208.0,208.0,-2.573051,-0.9550755,0.05309207,-1.267596,-3.206123,-9.513491,3
380113727.0,-3.255,0.19,9.455,-0.15,338.09,311.545,0.0,0.0,115.0,208.0,208.0,2.620761,-0.776289,0.06661113,-1.350788,-3.148376,-9.218884,3
380163707.0,-3.26,0.19,9.45,-0.15,338.04,311.5,0.0,0.0,115.0,208.0,208.0,-1.663005,2.043816,0.06374975,-1.29125,-3.349737,-9.416914,3
380163707.0,-3.26,0.19,9.45,-0.15,338.04,311.5,0.0,0.0,115.0,208.0,208.0,0.4085898,-2.672436,0.06314926,-1.337439,-3.138088,-9.071625,3
380213687.0,-3.27,0.19,9.445,-0.15,337.995,311.455,0.0,0.0,115.0,208.0,208.0,1.244737,2.450318,0.04479168,-1.382812,-3.330807,-9.322794,3
380263667.0,-3.28,0.19,9.44,-0.15,337.95,311.41,0.0,0.0,115.0,208.0,208.0,-2.433855,-1.307412,0.05259304,-1.31206,-3.321938,-9.318719,3
380263667.0,-3.28,0.19,9.44,-0.15,337.95,311.41,0.0,0.0,115.0,208.0,208.0,2.751755,-0.2622555,0.06344981,-1.413064,-3.294853,-9.139144,3
380313647.0,-3.37,0.19,9.41,-0.15,337.895,311.36,0.0,0.0,114.5,208.5,208.5,-2.002729,1.706165,0.06517547,-1.331741,-3.440085,-9.286325,3
380363627.0,-3.46,0.19,9.38,-0.15,337.84,311.31,0.0,0.0,114.0,209.0,209.0,0.8108917,2.577082,0.04664169,-1.433919,-3.546521,-9.237582,3
380363627.0,-3.46,0.19,9.38,-0.15,337.84,311.31,0.0,0.0,114.0,209.0,209.0,0.8608921,-2.597974,0.06731166,-1.341203,-3.318431,-9.03476,3
380413607.0,-3.53,0.19,9.355,-0.15,337.79,311.265,0.0,0.0,114.0,209.0,209.0,-2.329904,-1.693067,0.04736245,-1.338497,-3.439296,-9.255413,3
380463587.0,-3.6,0.19,9.33,-0.15,337.74,311.22,0.0,0.0,114.0,209.0,209.0,2.54345,0.3610935,0.05117858,-1.518076,-3.525046,-9.084323,3
380463587.0,-3.6,0.19,9.33,-0.15,337.74,311.22,0.0,0.0,114.0,209.0,209.0,-2.338346,1.38159,0.06910344,-1.385613,-3.578096,-9.298827,3
380513567.0,-3.635,0.19,9.315,-0.15,337.69,311.175,0.0,0.0,114.0,209.0,209.0,1.255694,-2.398708,0.06097532,-1.43811,-3.395046,-8.937395,3
380563547.0,-3.67,0.19,9.3,-0.15,337.64,311.13,0.0,0.0,114.0,209.0,209.0,0.4706277,2.664941,0.0521726,-1.503075,-3.630546,-9.204636,3
380563547.0,-3.67,0.19,9.3,-0.15,337.64,311.13,0.0,0.0,114.0,209.0,209.0,-1.758726,-1.96867,0.04788025,-1.424567,-3.547353,-9.098401,3
380613527.0,-3.695,0.19,9.29,-0.15,337.59,311.085,0.0,0.0,113.5,209.0,209.0,2.668478,0.666547,0.0496674,-1.511926,-3.584075,-8.981667,3
380663507.0,-3.72,0.19,9.28,-0.15,337.54,311.04,0.0,0.0,113.0,209.0,209.0,-2.530454,0.9870808,0.07001992,-1.441249,-3.659958,-9.225241,3
380663507.0,-3.72,0.19,9.28,-0.15,337.54,311.04,0.0,0.0,113.0,209.0,209.0,1.611103,-2.19903,0.06390324,-1.469165,-3.568234,-8.874668,3
